,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,9529,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19066262.0,19066262.0,,1,,,2022-06-13T12:13:00.000Z,23984.3828225504,61305240715.00477,80.526,0.42959375,-12.79431468,-23.67254707,-17.26203744,-41.48675294,-37.98036738,457292526803.0454,47.1817,503672039273.56,2022-06-13T12:13:00.000Z,,,,,,2022-06-13 12:13:54.684352
1,1027,Ethereum,ETH,ethereum,5747,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121156378.999,121156378.999,,2,,,2022-06-13T12:13:00.000Z,1229.7451350241838,40158882188.5493,63.5079,1.24542967,-16.38628641,-35.651724,-37.90126716,-60.06354366,-51.49842365,148991467651.16644,15.3724,148991467651.17,2022-06-13T12:13:00.000Z,,,,,,2022-06-13 12:13:54.684352
2,825,Tether,USDT,tether,34626,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,72293981300.94582,79710622658.21005,,3,,,2022-06-13T12:13:00.000Z,0.9981783786960433,100489703399.62204,68.8742,0.01299697,-0.08612085,-0.11561063,-0.00299654,-0.20157252,-0.20781373,72162289044.46016,7.4454,79565420089.82,2022-06-13T12:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-06-13 12:13:54.684352
3,3408,USD Coin,USDC,usd-coin,4394,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,54166228641.09018,54166228641.09018,,4,,,2022-06-13T12:12:00.000Z,1.0005954469549412,11549376976.256435,96.6229,0.03367053,0.0155596,0.05693468,0.05688215,0.07430209,0.08506342,54198481756.99516,5.5953,54198481757.0,2022-06-13T12:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-06-13 12:13:54.684352
4,1839,BNB,BNB,bnb,947,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",165116760.0,163276974.63,163276974.63,,5,,,2022-06-13T12:12:00.000Z,223.18598624175303,2096897548.2413173,42.2258,0.07158354,-13.69256221,-27.57636827,-20.33755163,-46.62894548,-38.85128982,36441132613.366234,3.7599,36851746925.64,2022-06-13T12:12:00.000Z,,,,,,2022-06-13 12:13:54.684352
5,4687,Binance USD,BUSD,binance-usd,3835,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,17723539877.599255,17723539877.599255,,6,,,2022-06-13T12:13:00.000Z,1.0021829633422943,10762643646.365484,96.4295,0.18687202,0.21741633,0.33204882,0.11005034,0.10141289,0.08407152,17762229715.447746,1.8337,17762229715.45,2022-06-13T12:13:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-06-13 12:13:54.684352
6,2010,Cardano,ADA,cardano,455,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33934048405.593,34277702081.605,,7,,,2022-06-13T12:12:00.000Z,0.4539881251618152,2124788606.8390446,45.2256,0.72244739,-12.14621884,-27.64172115,-10.49785451,-52.56791483,-42.59347401,15405655014.805449,1.5895,20429465632.28,2022-06-13T12:12:00.000Z,1839.0,BNB,BNB,bnb,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,2022-06-13 12:13:54.684352
7,52,XRP,XRP,xrp,737,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,8,,,2022-06-13T12:13:00.000Z,0.31435130564398944,2201884833.435583,53.5427,1.38357824,-10.32875722,-22.51204078,-23.0970207,-56.60982636,-58.35980075,15196716980.15646,1.5679,31435130564.4,2022-06-13T12:13:00.000Z,1839.0,BNB,BNB,bnb,0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,2022-06-13 12:13:54.684352
8,5426,Solana,SOL,solana,327,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,342208878.8939654,511616946.142289,,9,,,2022-06-13T12:12:00.000Z,27.09322321160192,2131432729.697765,58.3585,-0.5894821,-17.40691111,-38.42897341,-43.55819187,-73.93054972,-66.20661348,9271541540.866255,0.9571,13861352120.67,2022-06-13T12:12:00.000Z,,,,,,2022-06-13 12:13:54.684352
9,74,Dogecoin,DOGE,dogecoin,484,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,2022-06-13T12:13:00.000Z,0.05479945630061948,1262427054.1262362,88.7083,0.65152579,-17.2359315,-34.58949063,-37.0417116,-62.12024601,-50.91516056,7270285750.621833,0.7506,7270285750.62,2022-06-13T12:13:00.000Z,,,,,,2022-06-13 12:13:54.684352
10,4943,Dai,DAI,multi-collateral-dai,994,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6935452543.625372,6935452543.625372,,11,,,2022-06-13T12:13:00.000Z,1.001169522370883,970465119.1449665,189.6859,0.12018508,0.06837881,0.08565457,0.08552728,0.1551434,0.17486385,6943563710.527339,0.7168,6943563710.53,2022-06-13T12:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-06-13 12:13:54.684352
11,6636,Polkadot,DOT,polkadot-new,351,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,987579314.957085,1103303471.382273,,12,904869778.0,6069775868.733626,2022-06-13T12:13:00.000Z,6.707899872785481,789373410.8486633,40.2083,1.86221479,-12.87848696,-31.65562885,-34.27200222,-62.93825642,-61.15001551,6624583161.166203,0.6835,7400849215.33,2022-06-13T12:13:00.000Z,2502.0,Huobi Token,HT,huobi-token,0xa2c49cee16a5e5bdefde931107dc1fae9f7773e3,2022-06-13 12:13:54.684352
12,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,450,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem']",,273051.35490986,273051.35490986,,13,,,2022-06-13T12:12:00.000Z,23774.864889778255,774635100.3869108,111.2431,-0.63145639,-13.54883377,-24.2979895,-17.90103647,-41.95547781,-38.46199921,6491759070.952812,0.6698,6491759070.95,2022-06-13T12:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2022-06-13 12:13:54.684352
13,1958,TRON,TRX,tron,619,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'bnb-chain']",,92535711267.05705,92535736799.46022,,14,71659659264.0,4523733970.951539,2022-06-13T12:12:00.000Z,0.06312804187758884,2177409499.1690044,150.8788,0.46968093,-17.51629133,-24.46442209,-13.85463083,3.80058628,4.48629968,5841598256.0392475,0.6027,5841599867.85,2022-06-13T12:12:00.000Z,,,,,,2022-06-13 12:13:54.684352
14,3957,UNUS SED LEO,LEO,unus-sed-leo,19,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,953954130.0,985239504.0,,15,,,2022-06-13T12:12:00.000Z,5.427468605438305,7475738.78720222,11.982,0.07859034,-0.77246247,8.19020175,7.48503235,-5.57691298,-7.85728348,5177556091.603211,0.5345,5347356476.8,2022-06-13T12:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2022-06-13 12:13:54.684352
0,1,Bitcoin,BTC,bitcoin,9529,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19066262.0,19066262.0,,1,,,2022-06-13T12:14:00.000Z,24045.94639726393,61393051086.9985,80.8048,0.70229633,-12.56295578,-23.4766132,-17.0340446,-41.34056641,-37.83066966,458466314048.1902,47.3028,504964874342.54,2022-06-13T12:14:00.000Z,,,,,,2022-06-13 12:14:56.460640
1,1027,Ethereum,ETH,ethereum,5747,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121156378.999,121156378.999,,2,,,2022-06-13T12:13:00.000Z,1229.7451350241838,40158882188.5493,63.5079,1.24542967,-16.38628641,-35.651724,-37.90126716,-60.06354366,-51.49842365,148991467651.16644,15.3724,148991467651.17,2022-06-13T12:13:00.000Z,,,,,,2022-06-13 12:14:56.460640
2,825,Tether,USDT,tether,34626,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,72293981300.94582,79710622658.21005,,3,,,2022-06-13T12:13:00.000Z,0.9981783786960433,100489703399.62204,68.8742,0.01299697,-0.08612085,-0.11561063,-0.00299654,-0.20157252,-0.20781373,72162289044.46016,7.4454,79565420089.82,2022-06-13T12:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-06-13 12:14:56.460640
3,3408,USD Coin,USDC,usd-coin,4394,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,54166228641.09018,54166228641.09018,,4,,,2022-06-13T12:13:00.000Z,1.000645001090238,11587385810.447235,95.5429,0.03491059,0.02139278,0.06852921,0.02880877,0.09168927,0.07630333,54201165917.61776,5.5956,54201165917.62,2022-06-13T12:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-06-13 12:14:56.460640
4,1839,BNB,BNB,bnb,947,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",165116760.0,163276974.63,163276974.63,,5,,,2022-06-13T12:13:00.000Z,224.52567504153365,2101936238.5731106,42.6271,0.93164069,-13.2832098,-27.10774144,-19.73311685,-46.3389018,-38.49776896,36659872947.540115,3.7824,37072951999.67,2022-06-13T12:13:00.000Z,,,,,,2022-06-13 12:14:56.460640
5,4687,Binance USD,BUSD,binance-usd,3835,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,17723539877.599255,17723539877.599255,,6,,,2022-06-13T12:14:00.000Z,1.0020761611784692,10777516257.401419,96.7092,0.16309293,0.20735253,0.31873855,0.09991824,0.09008794,0.07463304,17760336803.038177,1.8335,17760336803.04,2022-06-13T12:14:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-06-13 12:14:56.460640
6,2010,Cardano,ADA,cardano,455,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33934048405.593,34277702081.605,,7,,,2022-06-13T12:13:00.000Z,0.45784764405370815,2135063101.5581574,45.9673,1.96925261,-11.46396676,-27.00330001,-9.59202814,-52.15820908,-42.14086708,15536624115.705246,1.603,20603143982.42,2022-06-13T12:13:00.000Z,1839.0,BNB,BNB,bnb,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,2022-06-13 12:14:56.460640
7,52,XRP,XRP,xrp,737,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,8,,,2022-06-13T12:14:00.000Z,0.3148117449378308,2206320819.711022,53.8884,1.55906207,-10.19790392,-22.39213742,-22.96382625,-56.54852043,-58.30234476,15218976043.533709,1.5702,31481174493.78,2022-06-13T12:14:00.000Z,1839.0,BNB,BNB,bnb,0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,2022-06-13 12:14:56.460640
8,5426,Solana,SOL,solana,327,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,342208878.8939654,511616946.142289,,9,,,2022-06-13T12:13:00.000Z,27.370131810715108,2146512128.9147093,59.5098,0.78028785,-16.64943717,-37.758908,-43.01990854,-73.66630171,-65.8770455,9366302122.124878,0.9669,14003023252.51,2022-06-13T12:13:00.000Z,,,,,,2022-06-13 12:14:56.460640
9,74,Dogecoin,DOGE,dogecoin,484,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,2022-06-13T12:14:00.000Z,0.05490848169331591,1264654986.156519,89.0716,0.9283044,-17.07466218,-34.46327057,-36.88482612,-62.04227617,-50.82283635,7284750232.7989645,0.7521,7284750232.8,2022-06-13T12:14:00.000Z,,,,,,2022-06-13 12:14:56.460640
10,4943,Dai,DAI,multi-collateral-dai,994,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6935452543.625372,6935452543.625372,,11,,,2022-06-13T12:14:00.000Z,1.0010642574011128,972426789.1045654,190.2779,0.11472489,0.04985975,0.07443862,0.10210552,0.14074588,0.1677298,6942833650.324992,0.7168,6942833650.32,2022-06-13T12:14:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-06-13 12:14:56.460640
11,6636,Polkadot,DOT,polkadot-new,351,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,987579314.957085,1103303471.382273,,12,904869778.0,6081901935.472036,2022-06-13T12:14:00.000Z,6.721300769835233,790436802.8028088,40.3823,2.13732476,-12.71255933,-31.51943937,-34.08957732,-62.87794612,-61.07994368,6637817609.894407,0.6849,7415634471.56,2022-06-13T12:14:00.000Z,2502.0,Huobi Token,HT,huobi-token,0xa2c49cee16a5e5bdefde931107dc1fae9f7773e3,2022-06-13 12:14:56.460640
12,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,450,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem']",,273051.35490986,273051.35490986,,13,,,2022-06-13T12:13:00.000Z,23885.942642576316,774022289.7097899,107.6276,0.07618771,-13.12622263,-23.94425535,-17.493659,-41.68560535,-38.18795421,6522089001.854665,0.6729,6522089001.85,2022-06-13T12:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2022-06-13 12:14:56.460640
13,1958,TRON,TRX,tron,619,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'bnb-chain']",,92535711267.05705,92535736799.46022,,14,71659659264.0,4568737457.040216,2022-06-13T12:13:00.000Z,0.0637560589034985,2186723449.504799,151.9215,1.72746934,-16.71337949,-23.57840023,-12.96374009,4.83109584,5.45034746,5899712258.21962,0.6087,5899713886.07,2022-06-13T12:13:00.000Z,,,,,,2022-06-13 12:14:56.460640
14,3957,UNUS SED LEO,LEO,unus-sed-leo,19,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,953954130.0,985239504.0,,15,,,2022-06-13T12:13:00.000Z,5.4365280937620275,7478907.80355273,12.0749,0.29580352,-0.62031613,8.36364257,7.64313626,-5.51168005,-7.74751253,5186198427.9053135,0.5354,5356282242.58,2022-06-13T12:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2022-06-13 12:14:56.460640
0,1,Bitcoin,BTC,bitcoin,9528,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19065900.0,19065900.0,,1,,,2022-06-13T01:13:00.000Z,26277.340893760032,37467073939.657974,36.3927,-1.44424653,-7.36565021,-13.51088212,-10.82948496,-36.23819135,-33.03146531,501001153746.3394,47.2588,551824158768.96,2022-06-13T01:13:00.000Z,,,,,,2022-06-13 01:14:07.828568
1,1027,Ethereum,ETH,ethereum,5745,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121150292.1865,121150292.1865,,2,,,2022-06-13T01:13:00.000Z,1392.1978767423154,24993787803.862835,17.7554,-3.34435855,-8.83305509,-24.35858452,-31.61616876,-55.34616533,-45.80832656,168665179548.75644,15.91,168665179548.76,2022-06-13T01:13:00.000Z,,,,,,2022-06-13 01:14:07.828568
2,825,Tether,USDT,tether,34604,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,72293981300.94582,79710622658.21005,,3,,,2022-06-13T01:13:00.000Z,0.9988514924753,63581610054.11928,29.7951,-0.00790112,-0.01417409,-0.04476208,0.04327297,-0.13929661,-0.12775465,72210951119.43117,6.8116,79619074408.29,2022-06-13T01:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-06-13 01:14:07.828568
3,3408,USD Coin,USDC,usd-coin,4387,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,53999115742.27371,53999115742.27371,,4,,,2022-06-13T01:12:00.000Z,1.0000800389171178,6439263357.253083,34.0456,0.00778048,-0.01135184,-0.07435966,-0.02718632,0.01568155,0.06969169,54003437773.02304,5.0941,54003437773.02,2022-06-13T01:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-06-13 01:14:07.828568
4,1839,BNB,BNB,bnb,947,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",165116760.0,163276974.63,163276974.63,,5,,,2022-06-13T01:12:00.000Z,246.43513084749958,1474761880.3643935,21.7021,-3.63273312,-8.65720194,-18.91535854,-16.29939434,-41.95623082,-33.63121426,40237182607.32792,3.7955,40690570355.72,2022-06-13T01:12:00.000Z,,,,,,2022-06-13 01:14:07.828568
5,4687,Binance USD,BUSD,binance-usd,3834,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,17742539878.399254,17742539878.399254,,6,,,2022-06-13T01:13:00.000Z,1.0011835552790442,6088939539.1031065,39.1378,0.0190921,0.24211491,0.14183321,0.1213305,0.05531483,0.07743358,17763539155.135986,1.6756,17763539155.14,2022-06-13T01:13:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-06-13 01:14:07.828568
6,52,XRP,XRP,xrp,737,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,7,,,2022-06-13T01:13:00.000Z,0.34050481571456465,1448511902.884605,28.1898,-1.5452041,-5.00190005,-15.00818177,-20.92344611,-53.26672342,-55.81616306,16461058764.155035,1.5527,34050481571.46,2022-06-13T01:13:00.000Z,1839.0,BNB,BNB,bnb,0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,2022-06-13 01:14:07.828568
